YOKOHAMA;iceGUARD iG60;winter;145;65;R15
YOKOHAMA;IG50 Plus;winter;145;70;R12
HANKOOK;Winter i*cept RS (W442);winter;145;70;R13
ROTALLA;S130;winter;145;70;R13
YOKOHAMA;IG50 Plus;winter;145;80;R12
HANKOOK;Winter i*cept RS (W442);winter;145;80;R13
ROTALLA;S130;winter;145;80;R13
HANKOOK;DW04*;winter;145;80;R13
YOKOHAMA;iceGUARD iG60;winter;155;55;R14
MAXXIS;Arctic Trekker WP-05;winter;155;60;R15
YOKOHAMA;WDrive V903;winter;155;60;R15
TRIANGLE;IcelynX TI501;winter;155;65;R14
TRIANGLE;WinterX TW401;winter;155;65;R14
MAXXIS;SP-02 ArcticTrekke;winter;155;65;R14
HANKOOK;Winter i*cept RS2 (W452);winter;155;65;R14
HANKOOK;I Cept IZ2 W616;winter;155;65;R14
GT RADIAL;Winterpro 2;winter;155;65;R14
GOODRIDE;SW618;winter;155;65;R14
HANKOOK;Winter i*cept RS2 (W452);winter;155;65;R15
TRIANGLE;SnowLion TR777;winter;155;70;R13
HANKOOK;Winter i*cept RS (W442);winter;155;70;R13
HANKOOK;IPike RS2 W429;winter;155;70;R13
MAXXIS;MASLW PresaSpikeLT;winter;155;80;R12
MAXXIS;WL2 Vansmart Snow;winter;155;80;R12
GT RADIAL;MaxmilerWT2Carg;winter;155;80;R12
GOODRIDE;SW612;winter;155;80;R12
HANKOOK;Winter i*cept RS (W442);winter;155;80;R13
YOKOHAMA;iceGUARD iG60;winter;155;80;R13
MAXXIS;MASLW PresaSpikeLT;winter;155;80;R13
GOODRIDE;SW612;winter;155;80;R13
TRIANGLE;SnowLink PL01;winter;165;60;R14
MAXXIS;Arctic Trekker WP-05;winter;165;60;R15
YOKOHAMA;WDrive V903;winter;165;60;R15
YOKOHAMA;iceGUARD iG60;winter;165;60;R15
GOODRIDE;SW618;winter;165;65;R13
YOKOHAMA;iceGUARD iG60;winter;165;65;R13
TRIANGLE;WinterX TW401;winter;165;65;R14
HANKOOK;Winter i*cept RS2 (W452);winter;165;65;R14
YOKOHAMA;iceGUARD iG60;winter;165;65;R14
SAILUN;Studless WSL-2;winter;165;65;R15
MAXXIS;Arctic Trekker WP-05;winter;165;65;R15
LASSA;SNOWAYS 4;winter;165;65;R15
KORMORAN;Snow;winter;165;65;R15
ROTALLA;S130;winter;165;65;R15
HANKOOK;Winter i*cept RS (W442);winter;165;70;R13
GOODRIDE;SW618;winter;165;70;R13
Green Max;WinterMax HP;winter;165;70;R14
